page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,embedding
-2,"El mundo de la computación ha sufrido una revolución desde la publicación, en 1978, de El lenguaje de programación C. Las grandes computadoras son ahora mucho más grandes, y las computadoras personales tienen capacidades que rivalizan con los mainframes de hace una década. También el lenguaje C ha cambiado en ese tiempo, aunque sólo en forma modesta, y se ha extendido más allá de lo que fueron sus orígenes como el lenguaje del sistema operativo UNIX. La creciente popularidad de C, los cambios en el lenguaje a lo largo de los años, y la creación de compiladores por grupos no involucrados en su diseño, se combinaron para demostrar la necesidad de una definición del lenguaje más precisa y contemporánea que la que proporcionó la primera edición de este libro. En 1983, el American National Standards Institute (ANSI) estableció un comité cuyos propósitos eran producir “una definición no ambigua del lenguaje C e, independiente de la máquina”, cuidando la conservación de su espíritu. El resultado es el estándar ANSI para el lenguaje C. www.lectulandia.com - Página 2",1074,176,268.5,"[ 4.76628728e-02 -4.04539667e-02 -5.64830527e-02 -2.43499745e-02
  8.66948664e-02 -4.62679826e-02 -2.57821567e-02  3.01899295e-02
  8.59180186e-03  1.67950336e-02 -2.43819971e-02  1.03385067e-02
  1.16698947e-02  5.01456612e-04  1.86154712e-03 -1.11960648e-02
 -6.29939884e-02  1.16693852e-02 -1.91105120e-02 -1.31577449e-02
  2.10229047e-02  1.03678470e-02  7.24921897e-02  1.44079234e-03
  2.44248807e-02  4.59562242e-02  4.17413609e-03  3.23271155e-02
 -3.73363830e-02 -3.65720689e-02 -1.85716115e-02 -6.50616959e-02
  4.20388114e-03 -1.90191977e-02 -2.47845203e-02 -7.66207054e-02
 -2.15211250e-02  4.30428535e-02  1.62753239e-02  1.66646820e-02
 -4.27770354e-02  1.05177304e-02  8.82698074e-02 -5.94426394e-02
  1.96972005e-02 -3.83809581e-02  2.98341289e-02 -3.76214273e-03
  1.01787597e-02 -2.51494795e-02  2.15245727e-02 -1.54423639e-02
 -3.77924517e-02  2.60392986e-02  1.48636091e-03 -4.64958921e-02
 -4.36186641e-02 -8.13351665e-03 -3.90237682e-02  7.61858076e-02
 -6.93016052e-02 -4.83795702e-02 -2.50637694e-03  3.48705426e-02
  1.25790443e-02  3.08591407e-02  2.34690332e-03 -4.95131910e-02
  5.46949729e-02 -5.56925917e-03  4.51421440e-02  1.90435108e-02
  9.96690989e-03  7.04250336e-02 -1.28859207e-02  4.07978855e-02
 -1.46625582e-02  2.66073160e-02 -6.92363977e-02 -3.71862836e-02
  3.19147408e-02 -1.01015881e-01  3.54334712e-02 -6.66306540e-02
  2.00892352e-02  6.22687191e-02  2.12907810e-02  1.49192177e-02
 -1.76755227e-02  8.26899409e-02 -5.38635738e-02  7.36240074e-02
 -1.81670603e-03  7.54797161e-02  3.52143534e-02  2.37802714e-02
 -2.84969807e-02  2.10154336e-02  1.30436504e-02 -2.36891676e-03
 -4.01022360e-02  6.17429093e-02 -8.20915326e-02  4.59017195e-02
  4.29282971e-02 -1.12008834e-02 -1.51469074e-02  1.53829083e-02
  1.87810641e-02  1.04113680e-03 -9.72898584e-03 -6.32254258e-02
  1.04323672e-02 -1.10346444e-01  4.45949994e-02 -6.24473505e-02
 -4.76866141e-02 -5.04401438e-02  9.16792173e-03  8.90012830e-03
 -4.34728637e-02 -1.00395773e-02  3.09742633e-02 -8.98706988e-02
  3.68259884e-02  2.27353629e-02  3.67230587e-02  1.96773652e-02
  4.36057597e-02  4.48890440e-02  3.62556987e-02  2.32846793e-02
  6.70328923e-03 -1.74033027e-02  1.41344508e-02 -1.54997818e-02
 -1.00013502e-01  5.87760210e-02  3.93923000e-02  4.54395413e-02
 -5.57594188e-03  1.91360768e-02  2.18226332e-02  7.27517158e-02
  3.91307250e-02  4.62462194e-02 -1.90798205e-03 -7.16114342e-02
 -1.17158666e-02  4.76457849e-02 -1.06823826e-02  5.63174039e-02
  4.34133522e-02  9.70029365e-03 -5.32546267e-03  6.24290854e-02
 -9.75117646e-03  3.89470644e-02  4.62350175e-02 -3.19326483e-02
  1.28602982e-02 -2.32973415e-02  2.37433948e-02 -4.82297316e-02
 -7.90569261e-02 -9.12606418e-02  1.76520292e-02 -2.45365370e-02
 -4.03509662e-03  2.53243633e-02  2.72990167e-02 -3.04930862e-02
  8.21815878e-02 -2.65605059e-02 -4.29377444e-02 -2.73099840e-02
  7.04180636e-03  6.02298379e-02 -4.53793351e-03 -4.26320098e-02
  1.38371363e-02 -7.98895806e-02 -3.68807130e-02  7.78472563e-03
 -1.22683741e-01 -9.21275746e-03 -1.13591896e-02 -2.28165016e-02
 -1.52569916e-02 -2.00890135e-02 -5.55684306e-02 -6.58455640e-02
  7.00373016e-03  6.63843229e-02  2.55880365e-03 -4.91785305e-03
  1.92653500e-02  4.33546007e-02  4.91771884e-02  4.22015302e-02
 -1.92351441e-03 -5.38006723e-02  4.64800596e-02 -3.86379212e-02
  5.26353680e-02  1.35169383e-02 -2.52948590e-02  4.36496325e-02
 -3.13321836e-02  3.15777324e-02  2.56702267e-02 -5.65547794e-02
  5.83971385e-03 -1.01432158e-02 -5.94555065e-02 -5.05527891e-02
  2.87941545e-02  7.66898915e-02  4.40914556e-03  3.38910222e-02
  2.33510900e-02 -2.44161300e-02 -2.15761531e-02  5.70280813e-02
 -2.63135508e-02  4.44542617e-02  3.62830609e-02 -4.00936715e-02
 -6.16611391e-02 -7.82427657e-03 -2.29090098e-02  2.35701096e-03
 -1.37396064e-02 -3.95035520e-02 -5.18429019e-02  3.32172513e-02
  5.63155003e-02  1.49240002e-01 -3.23243514e-02  5.39374650e-02
 -1.67837068e-02 -1.18241645e-04  1.33301830e-02 -4.39794660e-02
  1.98072270e-02  4.78559993e-02  6.26033824e-03  1.95580330e-02
 -4.89450898e-03 -1.23181725e-02 -6.00009225e-02  1.12958640e-01
  6.95740655e-02 -1.73048265e-02  2.38212682e-02  2.86472635e-03
  4.29164767e-02  7.65583366e-02  1.25615848e-02 -2.40660403e-02
  3.02382931e-02 -2.10644510e-02  7.02518299e-02 -1.80468578e-02
 -4.32742573e-02 -7.30985925e-02 -3.30781229e-02  1.88974086e-02
  1.52988872e-02 -5.94559573e-02  5.70010357e-02  5.37919216e-02
  5.77988662e-02 -1.08559113e-02 -3.36142220e-02 -3.50493900e-02
  3.30768451e-02 -2.02395325e-03 -9.74315405e-03 -1.81957558e-02
  1.60362907e-02 -3.21988575e-02  1.39220059e-02  2.18611918e-02
 -1.79616436e-02  1.55430622e-02  3.87469381e-02 -5.72948232e-02
 -5.28647490e-02 -5.97419450e-03 -5.73556684e-03 -9.86377299e-02
  4.57622930e-02  1.05982414e-02 -6.90214261e-02  2.45653838e-02
  7.20659345e-02  8.25176574e-03 -2.00891197e-02 -3.41226123e-02
 -6.05584010e-02  9.64214504e-02  6.03740029e-02  1.69567224e-02
 -3.18800844e-02 -1.07088089e-01 -2.60673668e-02 -4.79861274e-02
  3.17762829e-02 -8.28143805e-02  1.61443949e-02 -5.65314777e-02
 -1.23895340e-01  1.19450726e-01  3.04767322e-02  7.22674057e-02
 -2.30544657e-02  5.95327951e-02  1.50635187e-02  1.05494820e-02
  4.39007282e-02  1.19379843e-02 -1.74738429e-02 -1.78583171e-02
 -4.01208736e-02  5.30407950e-02 -6.28503785e-02 -6.81973472e-02
 -3.29627059e-02  4.96222377e-02  2.54746191e-02 -2.15592571e-02
 -6.80937544e-02  2.67342874e-03 -4.16717492e-03 -3.28395441e-02
 -3.22957486e-02 -2.90662646e-02  4.52558771e-02 -8.20137039e-02
 -5.59297688e-02 -2.42497073e-03  1.50077771e-02  3.73759307e-02
 -4.57981154e-02 -1.02495840e-02  3.22876731e-03 -1.17854178e-02
 -1.36697488e-02  1.90027077e-02 -1.04878535e-02  8.69206116e-02
  2.50471812e-02  1.11956447e-02 -4.89111692e-02  5.46898581e-02
 -3.62848788e-02  7.40999058e-02  4.37869504e-02 -6.44493699e-02
 -4.76001687e-02  4.46731150e-02 -7.19066127e-04  1.18361423e-02
 -4.81324345e-02  4.42064293e-02  4.28325906e-02 -6.13902994e-02
  3.03155612e-02 -9.84741896e-02 -9.35866684e-02 -2.82838996e-02
  4.69463728e-02  3.29288989e-02  9.35513061e-03 -5.94665930e-02
 -3.50686014e-02 -6.49548471e-02  6.45071045e-02 -6.55494863e-03
 -7.38434261e-03 -1.33337043e-02  1.88180972e-02  2.24839915e-02
  2.74501964e-02  2.81618740e-02 -7.66071631e-03  2.79801525e-02
  3.40655334e-02  5.01873046e-02  7.81044886e-02  8.93055741e-03
 -4.65680584e-02  8.34755898e-02 -4.62592691e-02  1.78127140e-02
 -2.91581694e-02 -5.54438755e-02 -4.83543314e-02 -2.93606482e-02
 -2.82179210e-02 -8.68670584e-04 -4.65402640e-02 -3.46847018e-03
 -1.21229291e-02 -5.21625616e-02  3.06801032e-02  7.26888701e-02
 -9.52297356e-04  5.47231128e-03 -2.36759596e-02  3.47124636e-02
  3.63833308e-02  2.62332596e-02 -2.26391237e-02  6.01753406e-02
  6.63667619e-02 -8.13624181e-04  1.68864261e-02 -2.24840343e-02
 -5.48408702e-02 -3.04673575e-02 -1.28573040e-02  3.06094233e-02
 -2.28302963e-02 -2.39322204e-02  5.33838347e-02 -1.58045646e-02
 -2.68354081e-02 -4.23413068e-02  6.23167194e-02 -4.54204828e-02
  2.12690420e-02 -4.43550274e-02 -2.56972127e-02 -3.59997787e-02
  4.26518805e-02  1.05751846e-02  5.62616158e-03 -3.71637754e-02
 -2.80764722e-03 -4.16639298e-02 -2.29259450e-02  3.79362553e-02
  1.22323344e-02 -1.74053926e-02  4.87484932e-02 -2.41749622e-02
 -3.24320346e-02  5.80907147e-03  4.04761247e-02  2.12085694e-02
 -1.26192337e-02  9.57115181e-03 -2.35919766e-02  2.96175256e-02
  1.15348838e-01 -3.58541422e-02  2.53373920e-03 -4.66369502e-02
  2.81535592e-02  5.51195703e-02 -3.65344994e-02  2.46201400e-02
 -5.26364744e-02 -3.35014313e-02 -3.35793905e-02  2.35636905e-02
  1.96540430e-02 -3.19487080e-02 -6.79956526e-02 -1.09222168e-02
  1.34219555e-02  7.26888776e-02 -4.40508164e-02  4.27487277e-04
 -3.22963670e-02 -1.15473131e-02  3.46853025e-02 -2.53331773e-02
 -6.75969012e-03  2.61404235e-02 -1.56778172e-02 -5.83707951e-02
  1.65886607e-03  6.94690831e-03 -1.30306687e-02 -1.53980833e-02
 -2.73471810e-02 -5.63567355e-02 -3.83025245e-03 -2.65447497e-02
 -6.46386370e-02  3.12171634e-02 -3.69223095e-02 -3.60008292e-02
 -6.92646652e-02  5.23059182e-02  3.18149999e-02 -6.94905668e-02
 -1.15836645e-02  2.15243641e-02 -9.04152840e-02  9.78594124e-02
  1.46786384e-02 -7.36498833e-02  1.44330617e-02 -2.81325448e-02
 -2.88370401e-02  3.34090777e-02 -3.39759961e-02 -9.06203613e-02]"
-1,Bryan W. Kernighan y Dennis M. Ritchie El lenguaje de programación C Con base en el ANSI C ePub r1.0 Titivillus 07.07.17 www.lectulandia.com - Página 3,151,26,37.75,"[-0.00245215 -0.0007227   0.06983775 -0.07415507 -0.0320006  -0.00922872
 -0.07700182  0.06699813 -0.01555901  0.00400731 -0.01259441 -0.03641956
  0.03401104  0.0339819   0.02814998  0.04906642 -0.03633212  0.04636089
 -0.00768507  0.02941955 -0.01807567 -0.01016772  0.0305329  -0.03672546
  0.04509575  0.03891149  0.02726693 -0.04498586  0.00743239 -0.02407744
  0.01472652 -0.05789769  0.10822337  0.00242562 -0.02164114 -0.11302869
  0.00049975  0.01529549  0.00348483  0.02487121 -0.02317835  0.0222806
  0.0180065  -0.05355747  0.06132891 -0.02809351 -0.00340034 -0.00090077
  0.00682195  0.02709001 -0.00110023 -0.00440278 -0.11682798  0.08915757
 -0.00068076 -0.0146976  -0.04154813 -0.02620755 -0.0370101  -0.02405992
 -0.04203345 -0.02198488  0.00252103 -0.00542406  0.0169742   0.01140311
  0.03470215 -0.01102117 -0.00647727 -0.04913422 -0.00259111  0.11612099
 -0.0078512  -0.03662672  0.02872838 -0.00337565 -0.03919595  0.02712327
 -0.04468168 -0.01333284  0.02749743 -0.06365733 -0.00342268  0.00272156
 -0.00419184  0.03406877  0.04498721 -0.0178686   0.02108012  0.0308202
 -0.05592048  0.03527516 -0.01790866  0.06902229 -0.00658383 -0.01256994
  0.02652785  0.03143526  0.0408592  -0.02446888 -0.05442627  0.01525982
 -0.05020541  0.0344387   0.06717301 -0.02678022  0.01352978 -0.01401032
  0.03289668 -0.02638065 -0.00925539 -0.05484689  0.03726818 -0.10761786
 -0.0201756  -0.06490987 -0.03178027  0.01426819 -0.02592697  0.04761871
 -0.02146061 -0.02734015  0.05937507 -0.07107112  0.01611803 -0.01756856
 -0.01485487 -0.0518194   0.02346124  0.0072485  -0.02936847  0.04978665
 -0.05533279 -0.02678319  0.04098732  0.01857997 -0.09265315 -0.03730967
  0.02309412  0.0438457  -0.02945048 -0.00230294  0.01279162  0.02676954
 -0.04376624  0.02618012 -0.00967109 -0.07402164  0.04316731  0.03206296
  0.01075175  0.10460181  0.03993304 -0.01486488  0.00999881 -0.01590369
  0.03177398 -0.02440294  0.02496205 -0.05884741 -0.02578463 -0.01244583
  0.01319596  0.02340781 -0.03277145 -0.06888071  0.0172086  -0.04632515
 -0.00960939 -0.03055365  0.0093466  -0.00784158  0.0165464  -0.01896453
 -0.0596511   0.03626271  0.05026627  0.01267672  0.01862733  0.05535667
 -0.02076428  0.0382623  -0.04449484  0.02545359 -0.06779971  0.01568477
 -0.02242774  0.02040862 -0.04207852  0.01875997 -0.00381651 -0.01704246
 -0.0300041  -0.00732472 -0.04262591  0.00925385  0.01143566  0.05409469
  0.03183703  0.1161903   0.03150834  0.00102084  0.01524478 -0.01533897
 -0.00519084  0.01381833 -0.00053229  0.05314807 -0.03149132  0.02340469
  0.04932014 -0.03157422 -0.03031062 -0.00295394 -0.05781843 -0.03159532
 -0.01938236 -0.03687904  0.0548001  -0.06193047  0.0028869  -0.00424251
  0.04585338  0.07177823  0.07081792  0.00775026 -0.03985692  0.06617776
  0.0219613   0.02146555 -0.05895616 -0.03592696  0.009017   -0.00616771
  0.02400046  0.00707073 -0.0678317   0.08328912  0.02084192 -0.07960915
 -0.04432449 -0.02868885 -0.00854791 -0.0071942  -0.09210446 -0.00961521
  0.02958797 -0.01326473 -0.11370613 -0.02853048 -0.04340369  0.00856311
 -0.01615264  0.01146484 -0.02323138 -0.00453989  0.05599751 -0.00129765
  0.0253036  -0.03558401  0.05679113  0.02050595  0.03974413 -0.03184971
 -0.06749945 -0.04928814 -0.06651048 -0.02283516 -0.01942637  0.0387902
  0.00565673  0.03258234  0.04118509  0.02613359  0.00209544 -0.00245739
 -0.05530658  0.0525056  -0.03644331  0.05215074 -0.00083663 -0.03866677
  0.01860997 -0.0441098  -0.07328295 -0.00332058  0.0295579   0.08363897
 -0.09188081 -0.00911354  0.02190633 -0.03627915  0.0267304   0.00965736
 -0.03390925  0.03064703  0.05763097  0.04992449 -0.04484795 -0.00903134
  0.03752837 -0.00890253 -0.055301    0.02595831 -0.03238363 -0.06676751
  0.00021304 -0.04533847  0.00471583  0.01853606  0.01600165 -0.01517232
  0.01503181 -0.0109231   0.01843663 -0.01024548 -0.04727121  0.03342983
  0.01352492 -0.0193505   0.04476421 -0.01282496 -0.01349653  0.04082471
 -0.01149914  0.02035994  0.03230168  0.00458041 -0.09308144  0.0200287
 -0.03755643 -0.00330463 -0.04506912 -0.04832286  0.05610643  0.01010456
 -0.00535904  0.013061    0.05099072 -0.05291034 -0.08589544  0.05840362
  0.03520064  0.00733802  0.04251343 -0.02159441 -0.04762025  0.05353973
  0.00038855  0.03864371 -0.00689958  0.06294079 -0.03041436 -0.01989755
  0.0241969   0.01093327 -0.07586772  0.00062968  0.02157362 -0.01400977
 -0.02043959  0.01794396  0.0154069  -0.11201149 -0.09887218  0.01128198
  0.03929113 -0.06470473  0.03624541  0.00641877  0.03036422 -0.03381706
 -0.02200652 -0.01535448  0.03264136 -0.01493934 -0.01501547 -0.05932204
  0.05009314 -0.01158063 -0.00335382  0.00477462  0.01411101  0.0472624
 -0.02513605  0.02157426 -0.02035736  0.04627175  0.05595646 -0.01243822
  0.06066325  0.0284907  -0.04049205  0.00315213 -0.0678381  -0.09684806
 -0.02601995  0.01587651 -0.03012161  0.0071169  -0.02972099 -0.03999761
 -0.00903558 -0.06141101  0.02967119  0.00018974  0.02500604  0.06268715
  0.02100725  0.00944135 -0.02304098 -0.01991319 -0.01670224  0.03167331
  0.00401129  0.00881557  0.02287636 -0.03578179 -0.04001399 -0.05265278
  0.03136057  0.02700291  0.01130017  0.07406083  0.00119316  0.04406772
  0.01819001  0.05554939  0.04342588  0.00960804  0.02364234 -0.00146999
 -0.0242927   0.02915918  0.02213043  0.03545781  0.03948383  0.03931416
  0.07036953 -0.00976516  0.03293334 -0.02537889  0.01126335 -0.01726002
 -0.03648594 -0.00456845  0.05555275 -0.00940496  0.04704086  0.00456572
  0.02869083  0.02771299  0.04380147 -0.02053081 -0.06609751  0.0914062
  0.02186259 -0.04425521 -0.02405758 -0.03055905  0.00439233  0.01972004
 -0.00067385  0.00454164 -0.04502469  0.00433643  0.02381366  0.05570283
  0.05287505  0.07781102 -0.04089188  0.02781665  0.00497476  0.0453057
 -0.01908546 -0.00234309  0.09858256 -0.02677689  0.07922258 -0.02743436
  0.01577822  0.05241467  0.01353594  0.01754142  0.09950981 -0.04130065
 -0.04302616 -0.00258949  0.00354279 -0.02231441  0.01555898  0.00559024
 -0.00798585  0.03359792  0.01829769 -0.0226775  -0.05620743  0.01011871
 -0.00753842 -0.03555974 -0.02170297 -0.00164686 -0.03277396 -0.03840133
 -0.01364065 -0.07005439 -0.02613207  0.05486217  0.03026571  0.00116642
  0.02428001 -0.02842662]"
